ID	Rt	Mz	QC1-NEG	QC2-NEG	QC3-NEG	QC4-NEG	QC5-NEG	VA1EE1-NEG	VA1EE2-NEG	VA1EE3-NEG	VA1EM1-NEG	VA1EM2-NEG	VA1EM3-NEG	VB1EE1-NEG	VB1EE2-NEG	VB1EE3-NEG	VB1EM1-NEG	VB1EM2-NEG	VB1EM3-NEG	VC1EE1-NEG	VC1EE2-NEG	VC1EE3-NEG	VC1EM1-NEG	VC1EM2-NEG	VC1EM3-NEG	BLK	MIX	QC	VAEE	VAEM	VBEE	VBEM	VCEE	VCEM
7856	1.45	397.0317	417000	675000	698000	728000	222000	500000	959000	1196794	589118	1364856	772693	10416	7751	0	96691	26803	90382	57773	131897	93543	675978	955395	566448	0	0	548029	885263	908889	6056	71292	94404	732607
7857	1.51	397.0354	749000	722000	547000	727000	554000	911000	1200000	972351	642951	810215	1399165	10416	1877	0	96862	26803	113367	234135	237852	169677	1243953	1100870	997787	0	0	659941	1026777	950777	4098	79011	213888	1114204
7858	0.72	397.0386	1400000	2010000	2340000	2080000	1870000	756000	1670000	1718617	32629	227599	117787	1204713	2516303	2549701	761869	45368	969810	433460	2212012	839598	509427	525605	756792	0	0	1939730	1380545	126005	2090239	592349	1161690	597275
7860	6.64	397.0724	0	83700	67000	12900	67500	36700	28700	158730	12308	0	0	0	0	58262	63832	43488	400177	0	129239	0	5909	0	0	0	277260	46232	74705	4103	19421	169166	43080	1970
7861	1.28	397.0747	1770000	2160000	1950000	1840000	2530000	5940	20800	12079	15572	102091	34751	0	0	0	0	0	0	22074	1158277	619162	16447911	11203438	12492231	0	0	2051347	12939	50805	0	0	599838	13381193
7862	0.97	397.0764	54800	310000	331000	339000	63400	34000	24400	33790	0	3785	0	0	0	0	0	0	0	32906	30595	36472	848101	229158	364013	0	47847	219779	30736	1262	0	0	33324	480424
7863	7.86	397.0858	218000	307000	313000	291000	202000	797000	336000	700286	272661	243333	105203	21435	12356	27903	48893	0	0	229703	115403	133338	555514	491034	159670	0	0	266339	611056	207066	20565	16298	159481	402073
7864	7.23	397.0860	135000	138000	131000	129000	83100	442000	68000	177759	106709	13825	14509	2644	5544	7689	5784	4592	76398	40256	93591	35978	280711	489455	170782	0	44187	123367	229365	45015	5292	28925	56608	313649
7865	0.66	397.0895	17600	35400	2930	10700	33200	49100	78700	52877	98346	123726	42817	0	0	36402	13325	0	40800	15437	14198	15291	55546	10720	73338	0	8445	19967	60227	88297	12134	18042	14976	46535
7866	5.83	397.0914	12900	56200	18500	228000	176000	173000	159000	96398	68048	68681	74846	0	0	0	0	4650	10110	11240	0	0	0	0	0	0	9937	98412	142876	70525	0	4920	3747	0
7867	4.99	397.0936	104000	140000	138000	99400	122000	413000	280000	263455	111775	134157	59433	0	0	0	0	0	0	53589	92410	25237	18802	17075	10400	0	136975	120525	318853	101788	0	0	57079	15426
7868	5.33	397.0937	205000	356000	115000	214000	285000	944000	219000	526518	242149	305497	145285	0	0	8739	21423	0	12961	53589	10302	17343	3793	58450	108144	0	118089	235108	563224	230977	2913	11461	27078	56796
7869	7.01	397.1139	11600	0	21400	0	0	0	0	0	0	0	10903	15629	0	18971	80198	0	113098	0	873	0	0	0	0	0	0	6594	0	3634	11533	64432	291	0
7870	5.34	397.1140	13500	70500	13600	108000	105000	98200	18900	208791	109712	417450	377924	28371	39072	46166	15462	7549	60141	9753	420	0	63096	76222	65730	0	20174	62295	108657	301695	37870	27718	3391	68349
7873	6.16	397.1515	28500	18200	4360	3650	9880	0	21000	14374	0	6121	16102	0	10446	10481	78442	11582	119057	14254	4298	4286	49867	54482	4600	0	0	12918	11779	7408	6976	69694	7613	36316
7874	15.68	397.1683	2060000	2050000	1650000	2480000	2130000	2750000	1520000	2380045	2368515	2848599	2994053	609986	753577	759702	636569	0	701905	0	0	7214	0	0	0	0	0	2073704	2215016	2737056	707755	446158	2405	0
7880	7.25	397.2364	63600	11000	8190	7850	29200	25100	55400	308164	10072	7990	8006	1370	60133	3718	49001	29391	7260	7329	0	10162	10828	8858	8121	9932	2085	23970	129551	8690	21740	28551	5830	9269
7881	16.58	397.3317	9060	35100	0	28500	19400	11800	9090	0	0	0	11177	15330	28527	22153	18875	7372	54019	0	13847	8711	0	15731	9931	0	0	18414	6969	3726	22003	26755	7519	8554
7882	15.78	397.3334	184000	34300	197000	210000	41500	1100000	60300	63619	726745	677129	1264330	33661	22887	33694	48850	20648	34228	30571	23972	31372	61553	31680	28966	30723	15867	133456	408118	889401	30081	34575	28638	40733
7889	5.35	397.9786	44000	63400	43000	51100	54200	67100	191000	270931	70784	113936	90831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51144	176280	91850	0	0	0	0
7891	1.27	398.0386	84800	11700	11200	147000	22100	75900	166000	199300	120393	210326	258184	0	0	9553	0	0	8998	11402	23594	17028	79089	47895	15861	3999	7613	55350	147212	196301	3184	2999	17341	47615
7892	7.42	398.0517	13000	8140	14200	13700	15600	164000	64700	69229	11367	25197	21498	8422	0	0	0	0	0	23721	0	9583	0	0	0	0	0	12936	99414	19354	2807	0	11101	0
7893	5.09	398.0730	170000	153000	189000	173000	170000	0	0	0	0	0	0	426802	477791	532635	256557	81561	344948	3498	0	0	0	0	0	19630	7853	171029	0	0	479076	227689	1166	0
7894	6.57	398.0877	109000	252000	119000	321000	227000	864000	492000	622490	508893	463137	170694	139154	3141	0	3353	0	3711	0	9825	0	34673	55965	64075	456	9854	205717	659718	380908	47432	2355	3275	51571
7895	2.23	398.1102	128000	139000	121000	122000	151000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290440	181515	176025	0	0	132107	0	0	0	0	0	215993
7896	13.84	398.1138	34400	96600	75300	85400	101000	61600	58500	58093	36746	60173	68043	131454	126348	107410	124174	10783	100185	0	0	0	11191	17379	5466	0	0	78604	59389	54987	121738	78381	0	11345
7897	14.80	398.1328	884000	2030000	12600	10600	1100000	7940	4620000	2877927	511824	9062	12479	2071089	5284	2897306	7414	167683	6470	20678	135161	104287	154228	151877	92576	7069	139543	805849	2502042	177788	1657893	60522	86709	132894
7898	14.38	398.1402	15200	1040000	1310000	1400000	1560000	2090000	1290000	1519170	1721737	2813365	2907128	100599	5629	101983	4728	63305	132383	10278	6348	5534	55018	5252	5794	19583	0	1065246	1631694	2480744	69404	66805	7386	22021
7902	15.68	398.2607	54800	41800	50200	106000	83000	318000	75900	250055	106047	280523	520107	0	0	0	0	0	0	0	0	0	0	0	0	1632	0	67095	214688	302226	0	0	0	0
7903	15.67	398.3362	19500	23200	14700	27500	52100	301000	113000	278256	160232	161613	336220	0	13455	0	10847	0	6678	8319	0	0	0	0	0	2679	0	27402	230830	219355	4485	5842	2773	0
7910	0.72	399.0138	25200	0	18000	25400	0	0	0	0	0	36620	58392	0	0	0	0	0	73295	56836	0	0	122004	255945	265282	0	0	13737	0	31671	0	24432	18945	214410
7911	7.84	399.0329	318000	364000	340000	318000	198000	0	6030	0	0	7954	0	55161	51094	31690	0	0	11289	28673	2442494	1608285	0	0	3494	0	94342	307613	2010	2651	45982	3763	1359817	1165
7912	6.47	399.0332	226000	230000	287000	256000	27700	714000	245000	624474	11428	48260	111593	46174	11613	15780	0	0	14932	513464	607085	586185	9237	19420	10683	0	1065730	205420	527955	57094	24523	4977	568911	13113
7913	5.30	399.0385	1500	1460	40200	1090	4180	5910	50200	69080	19748	6002	3188	19980	6343	11687	73441	11960	109453	0	0	1308	0	0	0	0	11218	9691	41741	9646	12670	64951	436	0
7914	1.39	399.0517	1740000	1840000	2020000	1910000	2010000	17000	13400	16124	52191	125937	94534	0	0	0	0	0	0	47593	11319	17899	9011558	8279950	6557335	0	0	1903303	15486	90887	0	0	25604	7949615
7915	1.46	399.0517	1250000	1850000	720000	1700000	1290000	16400	18600	12284	7243	92864	94534	0	0	0	0	0	0	21628	11319	8598	4781810	6437684	5003212	0	0	1362105	15766	64880	0	0	13849	5407568
7917	4.72	399.0724	15500	15500	16100	14400	9450	0	0	9974	1354	0	1122	67514	61910	93901	69672	0	18347	0	0	0	0	0	9062	0	116434	14184	3325	826	74442	29340	0	3021
7919	1.02	399.0914	348000	160000	404000	430000	307000	18000	12500	41355	416404	611576	619388	9648	0	0	135975	14030	174962	528453	1091922	1289550	2894526	3233741	3440304	0	0	329764	23965	549122	3216	108322	969975	3189524
7920	5.48	399.0930	1670	171000	0	135000	0	52100	56100	104056	84033	184905	198484	8691	0	9638	22048	16968	10012	0	483026	0	10457	1102624	1300052	0	51463	61597	70739	155807	6110	16343	161009	804378
7921	2.64	399.0935	5140	177000	25300	4380	3740	0	0	0	8869	2677	17396	0	0	0	0	0	0	0	0	0	133425	28699	24642	0	480562	43190	0	9647	0	0	0	62256
7923	4.92	399.1297	98000	115000	112000	131000	119000	187000	121000	179836	118659	165423	238893	123580	1714	11469	68590	110659	78993	22403	8586	29013	151772	37897	97261	0	13706	114804	162643	174325	45588	86081	20001	95643
7924	5.91	399.1308	213000	209000	209000	211000	6140	112000	218000	126075	37342	69342	84176	371650	517201	361827	63439	18400	622401	5877	11801	8423	27230	25971	11174	11734	0	169483	152023	63620	416893	234747	8701	21458
7925	5.76	399.1667	25400	49500	41800	33500	43200	9900	0	0	74274	120420	165780	0	0	0	0	0	0	65060	18487	65422	69628	56629	63220	0	8676	38665	3301	120158	0	0	49656	63159
7927	7.45	399.1973	59800	43500	66500	15500	20000	13500	44600	40171	8798	21964	13707	118490	172114	104076	102375	60744	111542	14062	42692	14777	9328	0	0	3805	0	41049	32771	14823	131560	91554	23844	3109
7928	15.38	399.2554	391000	106000	248000	354000	368000	1420000	447000	1151731	670120	1280969	2207511	0	0	0	13913	0	0	30904	0	0	0	0	0	333	0	293306	1004972	1386200	0	4638	10301	0
7929	13.53	399.2748	0	0	37100	4850	29400	0	0	0	0	24553	0	36301	37954	70783	43855	0	49888	0	1865	5642	147803	0	0	1695	0	14267	0	8184	48346	31248	2502	49268
7933	6.10	400.0499	17700	10900	35800	33000	35000	145000	57700	197415	9433	11631	10450	0	0	0	0	0	0	195183	295998	145917	0	0	0	0	39573	26466	133495	10505	0	0	212366	0
7934	1.42	400.0555	239000	296000	338000	298000	192000	0	0	8826	0	16367	0	0	0	0	0	0	0	0	0	0	1396595	1029764	864269	0	0	272753	2942	5456	0	0	0	1096876
7935	0.69	400.0913	437000	456000	444000	237000	453000	179000	708000	0	4011684	3001313	1867838	411284	34099	124393	158076	1913589	139649	894920	840758	912614	2314994	3199753	1360339	34933	105067	405326	295619	2960279	189925	737104	882764	2291695
7937	5.28	400.1043	37300	43500	49400	41900	38800	222000	239000	235754	0	11498	16477	0	0	3352	0	0	0	23070	73799	16118	108211	182559	219183	0	361708	42195	232193	9325	1117	0	37662	169984
7938	12.45	400.1197	0	44500	27900	49700	39500	69500	69900	102070	71359	99317	85685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32329	80513	85454	0	0	0	0
7939	14.73	400.1288	281000	671000	417000	455000	379000	966000	1530000	835556	144506	904017	1042904	685396	492074	957589	455162	61240	583659	0	39706	36798	40156	42625	25447	10744	0	440513	1109826	697142	711686	366687	25501	36076
7942	10.62	400.2676	8470	7440	8560	7870	8370	46900	74800	55720	8324	76693	119200	7788	8428	6896	8970	0	0	0	7875	9510	0	12614	9164	2385	0	8140	59122	68072	7704	2990	5795	7259
7944	13.76	400.2678	8950	1060000	36300	962000	41600	928000	1500000	778266	153544	727516	7252	1051816	985422	256584	1088042	41099	186234	8264	20899	12687	7471	30119	34080	10739	0	422386	1069192	296104	764608	438458	13950	23890
7946	14.27	400.2679	689000	669000	1800000	755000	836000	1070000	14900	1607943	1874651	1294424	1218404	6237	9677	7331	53591	17505	30022	9432	41340	18959	7520	8337	8218	14827	0	948974	897928	1462493	7748	33706	23244	8025
7949	12.70	400.2679	390000	440000	494000	40300	478000	1680000	31700	2509045	1098984	2473582	1886421	34462	7993	22356	33857	28781	25424	7243	10539	24767	6824	5987	8216	11633	9219	368490	1405317	1819662	21604	29354	14183	7009
7950	15.02	400.2680	131000	151000	93700	91600	147000	190000	205000	503506	286986	610268	531457	64011	57533	77762	55515	12597	66703	30188	18856	23666	10683	12111	8607	17371	9883	122900	299665	476237	66436	44938	24237	10467
7951	8.97	400.2680	79600	110000	123000	56700	105000	120000	270000	157049	7945	8219	15206	240776	31852	23255	303311	69675	17578	10105	157692	313576	13333	11955	25305	7733	0	94882	182392	10457	98627	130188	160458	16864
7958	0.60	400.9100	1300000	3560000	3410000	3320000	2190000	3810000	5790000	4097101	49091	9020	21925	4849256	8479487	1558672	0	10531	10326	674267	4939796	3149244	0	0	0	317346	7367108	2757506	4565909	26679	4962472	6952	2921103	0
7963	2.17	401.0663	4580000	4470000	1940000	3940000	3190000	0	9720	0	9124	0	12203	0	1510	0	7735	0	0	120779	91601	64420	4885107	6332424	2033216	1168	0	3623815	3241	7109	503	2578	92267	4416916
7964	2.35	401.0664	2200000	3410000	3240000	3230000	3110000	0	0	0	0	0	0	0	0	0	7735	0	11699	120944	81659	102872	4905092	4780383	2904503	1168	0	3036608	0	0	0	6478	101825	4196659
7965	5.16	401.0664	108000	195000	231000	64900	115000	19600	0	705	491777	959220	1069269	151761	304795	277606	110496	26988	235046	144673	0	0	99731	91818	133052	0	277865	142712	6766	840089	244721	124177	48224	108200
7967	1.01	401.0665	303000	321000	756000	321000	252000	20300	82400	48799	300219	610376	513342	10873	33991	12296	130567	107092	102883	191058	179989	213804	3893355	7248771	3591031	0	0	390508	50520	474646	19054	113514	194951	4911052
7968	6.67	401.0668	20100	83000	44500	10900	60900	7560	0	8609	202690	113956	21302	0	37598	29407	0	0	16252	323336	129815	0	13195	9858	11856	14112	0	43905	5390	112649	22335	5417	151050	11636
7970	5.12	401.0876	4060	3210	654	11400	778	9150	24000	57622	19052	8658	2685	0	0	160090	0	0	0	16398	19843	5178	24590	38805	10182	2278	3515994	4026	30266	10132	53363	0	13806	24526
7972	4.81	401.0881	4060	3210	654	2220	778	0	15400	9941	743	8936	573	1183	0	0	175919	0	0	3826	1467	706	1443	38805	575	2278	176731	2185	8448	3417	394	58640	1999	13608
7974	0.73	401.0949	0	15400	12800	15000	0	37000	63700	0	86051	366674	212619	0	0	0	16434	253106	0	81139	0	111319	259133	381076	218803	0	16416	8640	33560	221782	0	89847	64153	286338
7975	0.82	401.0949	0	15400	12800	15000	11400	37000	63700	0	20662	23360	47123	0	0	0	16434	139758	0	81139	0	111319	140986	121273	188665	0	16416	10929	33560	30382	0	52064	64153	150308
7977	2.19	401.1083	285000	420000	430000	439000	403000	0	0	0	8632	13412	9537	0	0	0	14421	0	15644	0	9786	0	1111842	1107774	959523	0	0	395203	0	10527	0	10022	3262	1059713
7978	4.58	401.1084	131000	121000	128000	121000	134000	0	20800	9214	154491	350206	331654	7763	0	0	108755	41138	131278	310976	411642	282130	720912	625555	719584	0	0	127012	10002	278784	2588	93723	334916	688684
7979	4.89	401.1085	242000	221000	270000	205000	227000	3460	1990	62350	10277	51919	57279	251275	271426	273789	452703	260976	698950	13687	30254	35256	415322	288494	404382	1437	34577	233130	22599	39825	265497	470876	26399	369399
7980	2.24	401.1100	373000	413000	396000	413000	395000	0	0	0	8632	13412	9537	0	0	0	14421	0	15644	0	9786	0	1111842	969548	1147250	0	0	398161	0	10527	0	10022	3262	1076213
7981	5.69	401.1100	40600	77900	25300	39700	72300	92800	76000	88870	47180	73181	72983	40341	61311	43574	59533	16775	129377	31314	201185	126200	121513	198605	229019	0	3376	51132	85916	64448	48409	68562	119566	183046
7982	5.12	401.1101	1260000	1620000	999000	1490000	1240000	26900	14600	14580	9020	8450	40418	65233	65311	92161	14895	9798	92660	532624	4940930	1317272	6990040	8812189	11119864	532	20457	1322731	18672	19296	74235	39117	2263609	8974031
7983	2.35	401.1104	166000	346000	310000	353000	255000	0	0	0	8632	13412	9537	0	0	0	14421	0	15644	0	12400	0	1105675	818889	593295	0	0	285991	0	10527	0	10022	4133	839286
7984	5.80	401.1234	108000	93000	149000	60500	123000	348000	150000	273870	50703	58229	78707	0	1287	0	22503	1555	2547	1336	3963	1782	7304	6382	3402	0	659237	106499	257284	62547	429	8869	2360	5696
7985	6.98	401.1277	181000	173000	136000	125000	127000	34400	101000	144183	180757	143958	120171	7334	0	0	0	0	0	0	31466	0	222420	744494	292229	0	570536	148536	93265	148295	2445	0	10489	419714
7986	5.46	401.1444	13700	53500	0	21400	15900	8930	41500	9334	0	36675	69481	9568	12030	46266	52802	19890	130113	0	9648	0	14149	0	43496	3816	0	20907	19926	35385	22621	67602	3216	19215
7987	8.36	401.1597	12900	13300	15800	8510	0	83000	56000	105212	9287	17313	1837	0	14168	0	14545	0	69424	0	0	0	0	52928	0	0	0	10105	81405	9479	4723	27990	0	17643
7988	5.19	401.1829	32600	38200	50400	8660	47300	0	0	32380	8956	78796	12631	0	0	0	72845	32638	0	0	14202	42697	132714	59646	108592	0	0	35424	10793	33461	0	35161	18966	100317
7993	15.55	401.8864	208000	138000	107000	186000	117000	186000	188000	25055	199706	217651	354541	9619	9464	6492	16179	0	10456	0	0	6992	9601	0	7583	0	0	150992	133048	257299	8525	8878	2331	5728
7997	5.34	402.0207	0	0	0	0	0	0	0	0	0	44524	2634	156620	9736	0	0	0	0	0	27915	0	0	0	0	3663	8523	0	0	15720	55452	0	9305	0
7998	5.71	402.0664	96200	115000	50500	121000	111000	127000	139000	177712	21662	29304	85462	0	0	10657	8987	0	13088	0	8606	0	8273	0	17943	0	15911	98536	147910	45476	3552	7358	2869	8739
7999	2.04	402.0699	708000	777000	671000	678000	673000	0	0	0	8317	0	0	0	0	0	0	36265	0	15051	10535	7520	1078371	1071184	547005	0	0	701316	0	2772	0	12088	11035	898853
8001	6.11	402.1027	44600	60900	42500	49900	52200	204000	96700	281071	12432	68315	42658	256753	10404	1232	0	0	29953	0	7356	0	6880	5917	10435	0	18887	50018	193853	41135	89463	9984	2452	7744
8003	4.83	402.1125	218000	35900	12600	25400	44800	19800	0	15411	10955	7647	16836	38429	29560	23929	14655	52985	113931	330890	8514	8469	7992	54979	99713	0	0	67275	11734	11812	30639	60524	115957	54228
8004	15.67	402.1458	2830000	2080000	2130000	3400000	3000000	5130000	2530000	4015984	270580	5269293	6472082	193855	256970	294534	258754	12278	266598	7279	24235	8226	26321	10021	18998	16414	0	2684855	3891682	4003985	248453	179210	13247	18447
8012	0.66	403.0100	2880	122000	140000	56600	65500	16000	65900	4977	0	0	0	123164	98286	19552	3466	10402	7450	0	103401	35543	0	0	0	0	0	77420	28956	0	80334	7106	46314	0
8013	5.72	403.0255	75600	74000	28800	54200	50500	0	0	0	0	0	0	14392	0	9339	38487	0	60857	665359	589753	389909	0	0	0	0	31870	56628	0	0	7910	33115	548340	0
8014	5.80	403.0256	27100	36200	57800	46300	45300	0	0	0	0	0	0	14392	0	9339	38487	0	60857	522681	303183	379658	0	0	0	0	31870	42545	0	0	7910	33115	401841	0
8015	6.89	403.0259	177000	234000	168000	284000	67500	9130	42300	80438	0	0	13948	316026	218894	188117	309657	47167	212254	293205	137909	176864	780904	461720	405264	0	0	186235	43947	4649	241012	189692	202659	549296
8016	0.69	403.0331	0	0	0	0	0	300000	12400	90995	0	0	0	0	3978	0	0	0	0	839540	54146	0	1609	0	3884	0	0	0	134462	0	1326	0	297895	1831
8018	7.43	403.0621	428000	369000	346000	356000	242000	299000	961000	732367	262005	360038	494937	30984	14325	8393	237643	41872	313421	57145	18237	59880	120744	192443	87007	0	0	348063	664183	372327	17901	197645	45087	133398
8019	7.72	403.0624	170000	184000	167000	234000	126000	62000	39100	96500	75949	196802	204512	496939	72751	129688	193639	124164	222708	57145	285090	59880	140067	735824	289135	0	0	176294	65868	159088	233126	180170	134038	388342
8020	5.80	403.0657	34100	61700	48500	35700	28700	72400	93000	98101	62558	27428	23810	49261	131529	109584	234735	0	659431	251415	488961	9822	44917	32900	26991	0	181969	41726	87813	37932	96791	298055	250066	34936
8021	0.88	403.0734	173000	266000	257000	228000	212000	0	0	0	47163	19559	12329	2565	1571	55866	1684	0	1636	54802	0	15495	501094	331393	230730	308	0	227054	0	26350	20001	1107	23432	354405
8022	8.57	403.0807	50600	98400	80000	70300	48700	109000	100000	67205	73464	59319	93655	0	0	11587	0	0	0	0	0	0	170856	128826	163159	0	0	69622	92058	75479	3862	0	0	154280
8023	6.74	403.0814	127000	145000	175000	175000	182000	655000	343000	578161	379949	267617	192370	0	64309	63782	0	6575	52966	36055	0	0	65696	33435	32261	23598	0	160845	525540	279979	42697	19847	12018	43797
8024	7.13	403.0830	195000	238000	224000	184000	207000	1190000	305000	607027	282506	265557	286410	0	4220	40785	8773	0	9179	45824	13625	7446	133037	91718	47615	23598	0	209685	700790	278158	15002	5984	22298	90790
8025	5.76	403.1045	67300	98400	84100	109000	64000	302000	295000	330618	128732	9601	120258	35364	48147	21186	12148	0	88684	54524	55610	47792	7139	0	1491	0	66850	84543	309411	86197	34899	33611	52642	2877
8026	6.69	403.1175	106000	105000	89300	108000	72200	780	7230	10696	10484	39488	0	175526	303783	254413	408861	127624	614822	105744	47167	32132	0	251082	63735	0	1401	95942	6235	16657	244574	383769	61681	104939
8027	13.39	403.1216	0	8810	17300	39100	16900	80900	77300	105456	44733	75600	141794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16432	87887	87376	0	0	0	0
8028	2.33	403.1252	318000	820000	659000	675000	590000	0	0	0	1072	8300	9006	0	0	0	0	0	0	0	8796	0	3222892	2952308	1807085	0	0	612307	0	6126	0	0	2932	2660762
8029	0.70	403.1252	18300	0	57800	14500	0	0	0	0	0	150291	98008	0	167826	0	0	0	128372	117014	0	0	221772	151820	836299	11932	0	18131	0	82766	55942	42791	39005	403297
8030	2.22	403.1253	675000	1000000	901000	834000	1020000	0	0	0	1072	8450	9006	0	0	0	0	0	0	0	8796	1362	5038734	3409769	3987620	0	0	884979	0	6176	0	0	3386	4145374
8031	4.89	403.1255	217000	222000	211000	174000	192000	14100	8820	8585	11247	14373	100081	248351	310903	264457	429988	250395	627510	8494	1040	6504	59628	90660	8391	0	0	203000	10512	41900	274570	435965	5346	52893
8032	7.11	403.1408	95000	116000	94300	132000	92200	393000	320000	515712	21896	71441	104410	14120	18853	0	82618	13330	87002	0	0	0	22762	39933	14924	3566	0	105784	409566	65916	10991	60983	0	25873
8034	5.51	403.1520	141000	153000	92500	177000	162000	24300	103000	150908	209284	800550	962710	97212	67515	119735	273910	108772	193397	51433	165777	104616	103779	147592	127330	0	0	145059	92581	657515	94821	192026	107275	126234
8035	8.70	403.1885	24100	56000	8300	42000	18800	58500	62700	53904	0	0	0	81304	1485	0	88409	7168	0	0	88559	88956	0	0	0	0	0	29851	58360	0	27596	31859	59172	0
8038	6.15	403.1985	75900	111000	92100	85200	62400	0	0	10248	0	0	0	0	11898	9982	12400	0	9227	87094	264451	103035	338766	452172	493926	2595	0	85317	3416	0	7293	7209	151527	428288
8039	7.20	403.2691	38100	36600	34800	29800	22500	48600	49300	75770	0	11687	0	87777	113975	94771	36441	0	60871	0	10080	0	0	0	0	0	0	32369	57898	3896	98841	32438	3360	0
8040	16.01	403.2849	20300	22900	57300	80100	33100	196000	236000	132345	66474	160632	90889	5925	6908	0	4631	0	22557	5648	0	0	35627	0	0	2048	0	42746	187949	105998	4278	9063	1883	11876
8044	15.21	403.8842	102000	33300	7830	0	0	0	66600	0	96853	0	0	5479	0	0	0	0	0	0	0	6059	0	0	0	0	0	28620	22193	32284	1826	0	2020	0
8046	0.70	404.0521	0	0	0	0	0	0	0	0	0	0	0	0	9200	0	0	0	0	1408593	178247	0	0	0	0	0	0	0	0	0	3067	0	528947	0
8047	8.01	404.0652	0	0	26200	23200	32900	0	0	0	0	0	0	221644	30529	11923	37024	22575	101488	0	0	0	12846	50757	0	0	0	16461	0	0	88032	53696	0	21201
8048	6.32	404.0790	0	0	0	3500	0	45000	15400	55689	0	0	0	0	0	0	33348	0	18620	67256	83992	116060	0	0	0	0	48315	700	38685	0	0	17323	89103	0
8049	11.92	404.0945	10500	31900	53800	64900	63300	102000	108000	148316	83009	158433	152590	0	0	0	0	0	0	0	0	0	0	0	0	831	0	44871	119274	131344	0	0	0	0
8050	5.52	404.0997	52500	67100	25300	42500	22700	36300	72100	122629	43866	229058	91207	0	0	0	0	0	9691	0	0	0	0	0	0	0	138197	42020	76995	121377	0	3230	0	0
8051	0.89	404.1038	1040000	1660000	1580000	1650000	4420000	703000	7100000	337424	20377586	22406092	2279654	640359	47414	695053	5300953	12326586	6029050	427190	606350	668909	14617213	47698232	3878412	233455	61564	2069183	2714586	15021111	460942	7885530	567483	22064619
8052	1.73	404.1288	124000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3610	0	0	0	0	850504	0	22334	0	24848	0	0	0	1203	0	283501
8063	6.89	404.9474	57800	16700	33300	50200	9710	0	0	0	0	0	0	113192	41373	78091	63827	0	36215	113300	41854	76640	186317	118749	77573	0	0	33548	0	0	77552	33347	77265	127546
8064	0.74	404.9622	0	38700	0	0	0	0	0	119824	0	0	0	0	0	0	0	0	0	0	353215	116763	0	0	0	0	0	7741	39941	0	0	0	156659	0
8065	5.65	405.0084	17300	0	9380	0	0	25500	0	23083	0	0	0	13080	25294	32043	12994	0	31167	0	0	0	0	0	0	0	1053568	5333	16186	0	23473	14720	0	0
8066	5.05	405.0085	32500	0	0	0	0	26700	0	43993	0	0	0	0	0	0	0	3201	0	0	0	0	0	0	0	0	1246323	6499	23550	0	0	1067	0	0
8067	5.73	405.0086	17300	0	9380	0	0	25500	0	10459	0	0	0	13080	25294	32043	12994	0	102428	0	0	0	0	0	0	0	1467744	5333	11979	0	23473	38474	0	0
8070	5.78	405.0413	611000	614000	626000	628000	628000	0	0	0	0	0	13450	1100628	1869244	1326824	1549841	319543	2389232	52852	35033	3947	0	0	0	6080	0	621298	0	4483	1432232	1419539	30611	0
8071	6.97	405.0415	2980000	2360000	2980000	2910000	3550000	708000	860000	90143	44126	761767	824162	618301	457400	611811	5989528	1120269	7400747	79061	895631	530724	2851559	8831891	4835752	0	24163	2956704	552556	543352	562504	4836848	501805	5506401
8072	1.22	405.0629	32600	58500	89200	80900	73900	11800	24700	16789	270289	16590	45327	17628	15369	12290	0	0	0	10915	19505	11469	322452	247935	214949	0	2394	67024	17758	110736	15096	0	13963	261779
8073	5.77	405.0740	21700	15800	12600	13000	26500	121000	93000	92528	0	43917	105790	0	6291	10384	0	0	9669	0	18088	0	0	0	0	3192	116569	17920	102149	49902	5558	3223	6029	0
8074	7.29	405.0781	62100	45200	22300	51300	32600	88300	134000	159081	38375	76522	106462	22353	0	0	12541	8686	40593	0	34533	0	28279	78238	13287	0	0	42704	127246	73786	7451	20607	11511	39935
8075	8.27	405.0782	1070000	1470000	1220000	1660000	1050000	564000	594000	545534	35650	70600	103186	1102724	1426748	985942	4471580	1215708	4029357	42719	253810	960917	230974	0	10666	0	0	1295270	568140	69812	1171805	3238882	419149	80547
8076	4.98	405.0992	81000	176000	143000	118000	174000	0	44500	42467	181646	135663	167498	69999	107403	137655	146373	173618	96582	12273	0	10734	0	11032	0	0	0	138493	28978	161602	105019	138857	7669	3677
8077	0.78	405.1080	1040000	220000	342000	356000	194000	62500	23200	20193	69241	601390	614171	48832	560070	1202240	889624	2096859	755066	4256354	3005976	40195	605069	1597457	1939427	35935	0	430598	35292	428267	603714	1247183	2434175	1380651
8078	5.73	405.1187	2190000	2340000	1920000	2010000	11900	2500	120000	724	380960	1243590	14604	0	10488	0	12764	8166	122879	1408978	2166659	1697443	98143	75700	14145	0	0	1695347	41174	546385	3496	47936	1757694	62663
8079	8.19	405.1346	21700	66600	61600	84100	0	127000	121000	63239	0	10987	8545	0	0	0	286497	0	233304	0	0	0	0	53318	0	0	0	46814	103930	6511	0	173267	0	17773
